Script#38
*	BG	Library
*	BGM	Script_Tense

blank	-	-	또 다른 무리가 입구 쪽에서 나타났다.
arcadia	-	아르카디아	자중지란은 끝났나?
karldrich	-	칼드리치	제길, 여기까지 따라오다니!
noel	-	노엘	너희는 죄악의 대가를 치를 때까지 우리에게서 벗어날 수 없을 것이다.
ratice	-	라티스	우리가 싸우다 지치기를 기다린 건가! 큰일이군.
grenev	-	그레네브	그럼, 실컷 발악해 보라고!
blank	-	-	그들은 노골적인 적의를 드러내고 있다. 수는 어림잡아도 백이 넘으니 혼자서 전부 해치울 수는 없다.
blank	-	-	조금 큰 주문이라면 어떻게든 되겠지만 그러려면 시간이 필요하다.
deus	-	데우스	……오늘따라 불청객이 너무 많군. 제복 차림을 보아하니 군부 관계자인가?
sepia	-	세피아	입으로 시간을 벌 수는 없을 것이다. 전위대 돌격!
deus	-	데우스	(역시 그 정도에 넘어갈 만큼 바보는 아닌가.)
reina	-	레이나	여기를 어떻게 알고……!
bianca	-	비앙카	우릴 너무 무시하는데? 마차 자국은 굉장히 쉽게 찾을 수 있는 흔적이라고!
darkenir	-	달케니르	조금 머리를 굴려서 도중에 내리고 걸어서 이동한 것 같지만 소용없느니라.
darkenir	-	달케니르	델파이 핀토스가 남긴 기록과 연관지어 생각하면, 그대들의 목적은 너무나 투명하게 들여다보였으니.
reina	-	레이나	…….
deus	-	데우스	(델파이인지 하는 녀석도 핀토스 가 소속인가. 쳇, 예전엔 안 이랬는데 요즘 것들은 제대로 하는 게 없군.)
*	SE	Gun
kashasty	-	카샤스티	큭, 더 이상은…….
blank	-	-	권총을 쥔 왼팔은 힘없이 늘어져 있고, 오른팔로 어깨를 움켜쥔 채 찡그린 얼굴로 가쁜 숨을 몰아쉬고 있다.
blank	-	-	다른 녀석들도 상황은 비슷했다. 이대로는 승산이 없다.
deus	-	데우스	(모나드의 무구는 포기하는 수밖에 없나.)
*	SE	Bomb
blank	-	-	천장에 에테르를 쏘자 균열이 일어나며 입구가 무너지기 시작했다.
arcadia	-	아르카디아	무슨……! 같이 죽겠다는 거냐?!
blank	-	-	당황한 적들이 물러나자, 두 진영 사이를 무너진 돌덩이들이 막아버렸다.
deus	-	데우스	시간이 없네! 안쪽으로!

*	FO
*	BG	RockMountain_Snow
*	FI

blank	-	-	반나절은 지났을 무렵, 부서진 장치의 술식만큼이나 복잡한 반대쪽 통로를 거쳐서 복잡한 동굴을 빠져나왔다.
curi	-	큐리	하아, 이리저리 쏠려서 가방 속이 엉망진창이네요.
eren	-	에렌	그보다 방금 들은 이야기가 사실이라면 큰일이군. 저 녀석들이 산을 깎아서라도 무구를 발굴해낼 게 뻔하니까.
deus	-	데우스	자네들이 당하지 않는 한 그저 솜씨 좋은 장인이 만든 무구, 그 이상도 이하도 아닐세.
deus	-	데우스	허나 내가 제공할 수 있는 비장의 수단을 쓸 수 없게 된 것도 사실이니 어떻게 할 것인가가 문제로군.
ratice	-	라티스	인터내셔널 측에서 곧 사람이 도착할 겁니다. 동굴 안쪽으로 도망칠 때부터 긴급 지원을 연락해 뒀으니까요.
yuccrem	-	유크렘	스펜타 뮤. 초면이 아닌 분들도 계시군요.
karldrich	-	칼드리치	오, 마뉴부르크 쪽에서 만났던가? 플레이아데스의 대리자라고 들었지.
lenien	-	리니안	응? 저분은 인터내셔널 소속이라고 들었던 것 같은데요?
yuccrem	-	유크렘	정확히는 둘 다입니다.
karldrich	-	칼드리치	뭐라고?!
yuccrem	-	유크렘	플레이아데스는 인터내셔널과 동맹 관계입니다. 황제와 대립하는 세력이라면 목표가 일치하니까요.
lucius	-	루키어스	플레이아데스는 유니티와 동맹 상태가 아닙니까?
yuccrem	-	유크렘	공식적으로는 그렇죠. 뭐, 사실상 속국이긴 합니다만. 물론 본격적인 무력 충돌에 들어가면 최선을 다해 도울 테니 걱정하지 않으셔도 좋습니다.
reina	-	레이나	그렇다면 지금의 목적지는 어디죠?
yuccrem	-	유크렘	물론 자바 쪽입니다. 바로 코앞이니까요. 그쪽 입장에서는 좀 갑작스럽겠지만 망명은 받아줄 겁니다.
yeong	-	영	자바 연방도 포섭이 된 상태인 겁니까?
kashasty	-	카샤스티	그렇다면, 셀다 대공께서 저희를 이쪽으로 보낸 것도?
yuccrem	-	유크렘	대공께서는 꽤 오래 전부터 이 계획을 추진하고 계셨습니다. 이미 자바와 루아를 포함해 유니티 제국을 포위하는 동맹이 결성되어 있죠.
luvericha	-	루베리카	황제를 피해 도망친 줄로만 알았는데…….
json	-	제이선	정세에 대한 이야기는 나중에라도 할 수 있겠죠. 우선 당장 취해야 할 행동을 정해야 합니다.
yuccrem	-	유크렘	유니티와 자바를 가르는 국경지대는 제국군이 가장 경계를 높이고 있는 지역이죠. 무작정 돌파를 시도하는 건 위험합니다.
yuccrem	-	유크렘	조금 사전공작을 해두면 훨씬 수월해지겠죠. 준비할 시간이 필요하니, 오늘 밤에서 내일로 넘어가는 시각을 전후로 이 자리에서 접선하겠습니다.
blank	-	-	멀리서 괴수가 으르렁대는 소리가 들려왔다.
triana	-	트리아나	이게 무슨 소리죠?
eren	-	에렌	괴수 중에는 고지대에 사는 종이 있어. 특히 지금 같은 겨울이 되고 눈이 쌓이면 녀석들의 활동 반경이 넓어지지.
yuccrem	-	유크렘	……제국군이든 괴수든, 모쪼록 잘 피해서 숨어계시길. 밤에 다시 연락드리죠.
blank	-	-	그는 그런 약속을 남기고 급하게 어디론가 사라졌다.

*	Script	Scene#39
