Script#40
*	BG	RockMountain_Snow
*	BGM	Script_Solve

blank	-	-	방패는 모든 방향에서 빛나고 있었다.
eugene	-	유진	이미 찾았다는 의미인가……?
blank	-	-	하스켈 공의 일행과 통성명도 하기 전에 웬 노인이 갑자기 다가와서 나를 붙잡고 물었다.
deus	-	데우스	자네, 그 물건은 대체 어디서 난 건가?!
eugene	-	유진	아, 혹시 이게 뭔지 알고 계십니까?
deus	-	데우스	……아니, 특이한 방식으로 작동하는 마법 도구라서 말이지.
blank	-	-	실마리를 풀 수 있을까 했는데 아니었군. 어쩔 수 없나.
eugene	-	유진	(그건 그렇고 대답할 때 미묘하게 시간이 걸렸다. 다른 의도가 있는 건가?)
kashasty	-	카샤스티	확실히 원리가 궁금하게 만드는 물건이지요.
eugene	-	유진	저도 잘 모르겠군요. 탐험을 하다가 얻은 물건이라서 말이죠.
idwen	-	이드웬	(아니야, 유진…… 그건, 내가…… 준 거잖아……?)
eugene	-	유진	(시끄러워. 쓸데없는 말을 해서 분위기를 망칠 필요는 없다고.)
blank	-	-	이제 이들과 함께라면 한동안 혼자 있는 시간은 없을 것이다. 그 사실에 안도하며, 마음 속에서 가면을 꺼내 뒤집어쓴다.
blank	-	-	오래 전에 영혼은 죽고 껍질만 남아버린, 과거의 내 모습을.
eugene	-	유진	하하! 오랜만입니다, 하스켈 공. 라이너의 장례식 이후로 처음 뵙는 것 같군요.
luvericha	-	루베리카	아, 안녕하세요.
blank	-	-	서로 어색함을 애써 감추며 인사를 주고받았다.
eugene	-	유진	아하, 누군가 했더니 리카 양이었군요! 지난번에 봤을 땐 귀여운 꼬마 숙녀였는데, 그새 아가씨가 다 되셨네.
lucius	-	루키어스	말씀은 편하게 하시죠. 더 이상 작위도 없을 뿐더러 아버지의 친우이신데.
eugene	-	유진	오, 그럴까? 좋지 좋아!
ratice	-	라티스	일단 자리를 옮겼다가 시간에 맞춰 돌아오도록 하죠. 방금까지 싸운 소리를 제국군이 포착했을지도 모르니.
lenien	-	리니안	핀토스 씨. 다른 동굴 아는 곳 없어요?
reina	-	레이나	저도 살면서 여기는 처음 와본 건데요.
blank	-	-	금발 여성은 그렇게 대답하면서 젖은 나뭇가지를 주워 눈을 털어내더니 순식간에 불을 붙였다.
eugene	-	유진	미녀분들이 이렇게 많으니 멋진 일행이군요. 저는 유진 수라고 합니다. 이름을 여쭈어도 괜찮겠습니까?
idwen	-	이드웬	(너무해…… 산 채로 괴수에게 뜯어먹힌 나를 그렇게 내팽개치고…… 또 다른 여자한테…… 빌붙는 거야?)
idwen	-	이드웬	(넌, 저주받았어…… 아하하…… 그런다고 나한테서 벗어날 수 있을 것 같아……?)
blank	-	-	애써 무시했다. 신경 쓸 필요 없다. 이건 환상이다.
kashasty	-	카샤스티	저는 카샤스티…… 네, 카샤스티라고 부르시면 되어요.
lenien	-	리니안	에, 리니안 레온하르트라고 하는데요.
reina	-	레이나	……레이나 핀토스입니다.
eugene	-	유진	(핀토스라면…… 하스켈과 함께 숙청되었다고 하더니, 같이 행동하게 됐나보군.)
blank	-	-	관계가 상당히 나쁠 텐데, 문제 없으려나.
eugene	-	유진	오오, 그 능력과 미모에 걸맞는 멋진 이름이군요. 앞으로도 오래 만날 사이인데 우리 친목을 다지는 의미에서……
blank	-	-	내가 도와줄 수 있는 만큼은 도와줘야겠지.

*	Script	Scene#41
