Index,Triggers,ActivePhase,AreaInfo(Trig3/4),,,,,,,,,,,,,,,,,,,,,,
1,3.5,0,1,0,Diamond,0,0,0,5,0,LeftUp
2,3.5,0,1,0,Diamond,0,0,0,5,0,LeftUp
3,3.5,0,1,0,Diamond,0,0,0,5,0,LeftUp
4,3.5,0,1,0,Diamond,0,0,0,5,0,LeftUp
5,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
6,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
7,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
8,1,0,0,0,LeftUp
9,1,0,0,0,LeftUp
10,1,0,0,0,LeftUp
11,1,0,0,0,LeftUp
12,1,0,0,0,LeftUp
13,1,0,0,0,LeftUp
14,1,0,0,0,LeftUp
15,1,0,0,0,LeftUp
16,1,0,0,0,LeftUp
17,1,0,0,0,LeftUp
18,1,0,0,0,LeftUp
19,1,0,0,0,LeftUp
