Script#29
*	BG	Forest_Fire
*	BGM	Script_Prelude

blank	-	-	<color=yellow>제국력 518년 2월 6일, 공업도시 마뉴부르크, 미제레 산</color>
*	SE	Fire
blank	-	-	잿빛으로 뒤덮인 하늘, 산 전체가 붉게 타오르고 있었다.
darkenir	-	달케니르	(제이선. 그대는 무슨 생각을 하였기에 그런 무모한 선택을 하였더냐?)
blank	-	-	반역 집단의 잔당을 추적하는 임무에서 제이선 어셈블리를 따라갔던 부대는 집행관이 배신하고 그 자리에서 괴멸.
blank	-	-	유일한 생존자의 증언에 따르면 이곳이 그가 마지막으로 목격된 장소. 게다가 대전쟁 때 끌려온 스텔라리엔의 후손들이 숨어 사는 우범지대이기도 했다.
arcadia	-	아르카디아	더 철저하게 불태워라. 놈들이 숨도 쉬지 못하고 뛰쳐나올 때까지.
blank	-	-	그에 대한 상부의 대응은, 집행부 전체를 투입하고 주변 도시의 주둔군을 동원해 산에 숨을 공간이 없도록 완전히 밀어버리라는 것.
blank	-	-	실로 과격하기 짝이 없는 대응이었다.
grenev	-	그레네브	푸헤헷, 뭐야. 그게 명색이 숲의 요정께서 할 말이냐?
arcadia	-	아르카디아	…….
blank	-	-	그는 눈 하나 깜짝하지 않고 아무 대꾸 없이 자신의 부대를 통솔할 뿐이었다.
grenev	-	그레네브	흥, 하여튼 재미없긴.
sepia	-	세피아	진중하시죠. 우린 여기서 놀고 있는 게 아닙니다.
sepia	-	세피아	바람의 방향을 감안해서 불길을 피한다면 이쪽으로 나오도록 유도했으니, 언제든 교전할 수 있도록 태세를 갖춰야죠.
bianca	-	비앙카	자자, 언제 나타날지도 모르는데 딱딱하게 있으면 지치니까 세피아 언니두 이리 오셔. 그나저나 제이선 선배는 진짜로 배신한 걸까요?
blank	-	-	두 사람이 부딪칠 기미를 보이자 비앙카가 적당히 화제를 돌렸고, 세피아는 마지못해 수긍한 듯 고개를 돌렸다.
darkenir	-	달케니르	(생각해보니 그대는 늘 그렇군. 인사도 한다. 때때로 적당히 잡담도 한다.)
blank	-	-	처음 만났을 때, 어느 정도까지의 거리는 매우 빠르게 좁힌다. 하지만 그 거리는 몇 년이 지나도 그대로였다.
darkenir	-	달케니르	(가면을 쓴 광대. 항상 웃는 낯으로 사람을 편한 듯 대하지만, 결코 깊숙한 내면은 내보이지 않지.)
blank	-	-	하지만 말싸움이 벌어지면 피곤하니, 지금은 쓸모가 있는 것도 사실이다. 어울려주도록 할까.
darkenir	-	달케니르	제이선 부대와 정기 교신이 끊긴 시점이 증언과 대체로 일치한다만…….
noel	-	노엘	 직접 만나서 묻기 전까지는 섣불리 단언하지 않는 게 좋겠지.
*	SE	Fire
blank	-	-	문득 불길 너머에서 혼란에 찬 비명과 소란이 희미하게 들려오기 시작했다.
blank	-	???	쿨럭! 쿨럭! 대체 이게 무슨 일이란 말이냐……!
blank	-	-	반사적으로 자리에서 일어나 소리가 난 방향을 바라보았다.
darkenir	-	달케니르	왔도다.
bianca	-	비앙카	응? 뭐가 와?
grenev	-	그레네브	우리 늑대가 사냥감의 소리를 들었다 이거지! 시작하자고!

*	Battle	15
