Script#8			
*	BG	Village	
*	BGM	Script_Solve	
lucius	-	루키어스	그럭저럭 괜찮은 솜씨군. 나를 왜 찾아왔다고 했지?
karldrich	-	칼드리치	이봐, 하스켈. 넌 이 제국에 대해 어떻게 생각하냐?
blank	-	-	질문에 올바르게 대답하지 않고 자신이 궁금한 것부터 내놓는군. 마음에 드는 성품은 아니다.
blank	-	-	하지만, 그렇다고 해서 상대와 똑같이 행동할 이유는 더더욱 없었다.
lucius	-	루키어스	황제는 제국에 언제나 신의를 지켜 온 우리 하스켈 가문을 배신했다.^처단하고 새 황제를 세울 수밖에.
karldrich	-	칼드리치	허, 그런 말을 아무렇지도 않게 하다니 겁도 없구만. 마음에 드는데?
lucius	-	루키어스	황제가 먼저 나를 적대했고 죽일 계획까지 세웠다.^내 말이 그의 귀에 들어간들 달라질 건 없지.
karldrich	-	칼드리치	뭐, 좋아. 하지만 난 황제 한 사람이 아니라 이 제국이란 체제 자체에 대해 물은 거다.
lucius	-	루키어스	뭐라고? 
karldrich	-	칼드리치	쳇, 어리둥절한 표정 봐라. 애초에 금수저 놈이 구조에 대한 깊은 통찰을 할 수 있을 거라곤 기대하지도 않았다만.
karldrich	-	칼드리치	하지만 사상가로서의 소양이 부족해도 혁명 전사로서의 쓸모는 있는 법. 제국이라는 공공의 적을 향해 힘을 합치는 게 어떠냐? 
lucius	-	루키어스	글쎄, 넌 한 명이고 실력도 특출하진 않아. 내 싸움에 그다지 도움이 될 것 같지는 않군.
karldrich	-	칼드리치	웃기는 소리! 나와 나의 혁명은 혼자가 아니라고.
karldrich	-	칼드리치	널 믿을 수 있을 때까지 자세한 걸 알려주진 않겠지만 우리와 한편이 되면 절대 후회하지 않을 걸?
blank	-	-	믿음이 가는 말은 아니지만, 설령 이용당한다 해도 더 잃을 것도 없다.^속는 셈치고 믿어보는 수밖에.
lucius	-	루키어스	……그럼 따라오든지. 나는 도피중이라 길이 급하니 알아서 하도록. 
karldrich	-	칼드리치	어디로 갈 생각인데? 
lucius	-	루키어스	하스켈 가의 옛 영지인 마뉴부르크에 믿을 만한 사람이 있어.^그분을 찾아가 당분간 몸을 숨길 계획이다.
*	Script	Scene#9	
