Script#39

*	BG	RockMountain_Snow
*	BGM	Script_Sad

blank	-	-	<color=yellow>제국력 518년 2월 26일, 유니티 제국, 루펠리아 고산지대</color>
eugene	-	유진	……대륙은 춥구만.
blank	-	-	또다시 모험이다. 육지보다 바다에서 머문 시간이 더 길다 보니 이런 기후는 익숙하지 않지만.
idwen	-	이드웬	(우린 맹세했어. 함께 모험을 하는 거야. 이 방패의 비밀을 밝히거나, 아니면 우리 두 명이 죽을 때까지, 함께…….)
blank	-	-	처음에는 라이너의 가문이 어려움에 처했다는 소식에 무작정 길을 떠났다.
blank	-	-	절호의 기회였다. 죽은 친구와 의리도 지킬 수 있고, 황제에게 쫓길 만큼 위험한 일이라면…….
blank	-	-	이 굴레에서 벗어날 수 있는 절호의 기회니까.
idwen	-	이드웬	(아하하. 그렇게 스스로를 죽음의 구렁텅이에 내던지는 거야? 그런 식으로 편법을 써서 약속을 지키려는 거야?)
eugene	-	유진	맹세는 지킨다. 그러면, 편해질 테니까.
blank	-	-	하스켈 가문과 연락할 수단도 없으니, 일단 유니티 제국으로 넘어와서 행방을 찾아봐야겠다는 생각이었다.
blank	-	-	그런데 국경지대 근처에 도달했을 무렵, 그 저주받은 물건의 수정이 빛을 내며 깜빡이기 시작했다.
eugene	-	유진	이 방향으로 가면 뭔가 있겠지. 적어도, 저주의 실마리가 되는 단서라도.

*	SE	Grr
*	BGM	Script_Tense

blank	-	-	비교적 가까운 곳에서 으르렁대는 소리가 들려왔다. 아직 눈에 보이지는 않지만, 추측하건대 머릿수는 꽤 많다.
blank	-	-	이 지역에 어떤 생물이 사는지는 모르지만, 혼자 그것들 전부와 싸워서 이길 가능성은 높지 않을 것이다.
eugene	-	유진	(지금은 때가 아니야.)
blank	-	-	죽으려면 진작 죽었어야 했다. 하필이면, 막 실마리를 잡은 참에 이런 곳에서 개죽음을 당할 수는 없다.
eugene	-	유진	제기랄!
blank	-	-	방패가 가리키는 방향으로 무작정 달린다. 싸우지 않을 거라면, 붙잡히기 전에 최대한 도망쳐야 한다.
blank	-	-	……열심히 뛰어도 소리는 점점 크게 들린다. 거리를 벌리긴커녕 가까워지고 있다.

*	SE	Grr

eugene	-	유진	하필 이런 데서…….
blank	-	-	뒤를 돌아보자, 그곳에는 흰 털이 수북한 생물들이 수십 마리쯤, 넓게 퍼져 자신을 쫓아오고 있었다.
blank	-	-	도망치던 발걸음을 멈추자, 가장 선두에 있던 놈이 앞발을 치켜들고 내리치려 하고 있었다.
eugene	-	유진	후후, 어쩔 수 없나. 어쨌든 결말은 낸 거겠지.
lucius	-	루키어스	유진 아저씨!

*	SE	Slash
*	SE	Grr

blank	-	-	등 뒤에서, 누군가 달려들어 녀석의 팔을 베었다.
eugene	-	유진	……루키어스 공?
lucius	-	루키어스	하하, 이게 몇 년만인지. 전혀 늙지를 않으시니 한눈에 알아보겠군요!
karldrich	-	칼드리치	야야, 거기는 또 뭐 하다 굴러들어온 사람인지 모르겠지만 지금은 그럴 때가 아냐.
yeong	-	영	제국군이 우리의 존재를 눈치채면 끝이니까요.
blank	-	-	그 저주받은 방패가 가리킨 방향에는, 함대를 버리고 대륙으로 출발하는 핑계이기도 했던 라이너의 아들이 있었던 것이다.
lucius	-	루키어스	그렇군요. 일단 눈앞의 이 녀석들을 쫓아버리고 나서 이야기하죠!

*	Battle	20
