Script#10			
*	BG	MeetingRoom	
*	BGM	Script_Tense	
bianca	-	비앙카	이 자식, 가만히 있어! 묶기 불편하잖아!
kashasty	-	카샤스티	아버님! 어머님!
parents	-	러브레이스 공작	……. 
blank	-	-	몸의 자유를 빼앗긴 상태로 필사적으로 외치지만 별다른 반응은 돌아오지 않는다. 그도 그럴 것이 반역자가 집에 들어왔다며 출동을 요청한 것이 그 부모였으니까. 
parents	-	러브레이스 공작부인	카샤스티. 이상한 짓은 그만두고 얌전히 후계자가 돼서 공부나 하라고 그렇게 말했잖니. 
kashasty	-	카샤스티	……어머님? 
darkenir	-	달케니르	제국의 적이 된 몸이여, 안타까운 일이로다. 그대 혈육의 성정조차 헤아리지 못한 스스로의 어리석음을 탓할지니. 
parents	-	러브레이스 공작부인	핀토스의 기사가 된 걸로 체면치레는 한 걸로 생각했는데. 남부끄럽게 대체 무슨 꼴이니? 
parents	-	러브레이스 공작	됐다. 그래도 마지막으로 한 번은 가문에 도움이 되었으니. 
bianca	-	비앙카	흠흠. 사사로운 인정에 얽매이지 않는 공작님의 현명한 판단에 감탄하는 바입니다. 상부에는 이 점을 강조하여 보고하도록 하죠. 
sepia	-	세피아	비앙카, 뇌물 수수는 중징계 대상입니다. 
bianca	-	비앙카	에헤이, 무슨 말씀을. 난 그저 이분들의 애국심에 감탄한 것뿐이라고. 
blank	-	-	이 말의 9할 정도는 사실이다. 떠오르는 강호 귀족과 잘 지내보자는 마음도 아주 살짝 없지는 않았지만. 
parents	-	러브레이스 공작	허허, 별 말씀을. 언제나 제국의 무궁한 발전을 위해 애쓰시는 그대 집행관들에 비하면 과찬일 뿐이오. 
grenev	-	그레네브	깔깔, 저 나이에 아직도 엄마아빠 꽁무니나 찾는 애새끼 하나에 이만큼 달라붙어 쫓아다니는 것도 고생이긴 하죠. 
darkenir	-	달케니르	……잡담은 그만두도록. 목표를 달성했으면 돌아가지. 
*	Script	Scene#11
