Script#31
*	BG	City_Night
*	BGM	Script_Normal

blank	-	-	<color=yellow>제국력 518년 2월 15일, 성도 칸티움</color>
luvericha	-	루베리카	……!
lucius	-	루키어스	맞게 찾아온 것 같군.
blank	-	-	접선 장소에 나타난 것은, 죽은 줄 알았던 '가족'의 모습이었다.
lucius	-	루키어스	당신들은…… 아니, 리카?!
luvericha	-	루베리카	오라버니, 살아 계셨군요.

*	FO
*	Gray
*	BG	Garden
*	BGM	Script_Sad
*	FI

lucian	-	루시안	어째서. 어째서 나만 벌레 취급을 받아야 하는 거냐고!!!
luvericha	-	루베리카	아니야, 오빠, 그런 뜻이……
lucian	-	루시안	그래. 너도 날 태어나지 말았어야 할 쓰레기로 생각했겠지.
*	SE	PullSword
lucian	-	루시안	끝내자. 너도, 나도…… 지옥에서 다시 만나자고.
blank	-	-	모든 것을 놓아버린 오빠는, 검을 뽑았지만 힘없이 늘어뜨린 채 천천히 걸어왔다.
luvericha	-	루베리카	(그래, 오빠에게 받은 이 목숨, 오빠가 원한다면…….)
*	SE	Slash
lucius	-	루키어스	그렇게 두진 않아!
*	SE	SwordCollision(D)
lucian	-	루시안	칫! 그래, 끝까지 설교나 늘어놓겠다 이거지.
lucius	-	루키어스	정신 차려! 넌 핀토스 놈들에게 조종당하고 있다고!
luvericha	-	루베리카	제발, 다들 그만해요, 그러지 마…….
lucian	-	루시안	항상 그렇게 잘난 듯 말하지! 이번에야말로 형을 꺾고 증명해 보이겠어!
blank	-	-	루시안 오빠는 루키어스 오라버니를 향해 달려가는가 싶더니, 순간적으로 거리를 좁힌 후 내리쳤다.
*	SE	SwordCollision(D)
*	SE	Barrage
lucius	-	루키어스	큭……!
lucian	-	루시안	예상보다 빨리 들어온 공격일 텐데 순간적으로 검을 들어올려 막았군. 훌륭해.
lucian	-	루시안	하지만 자세가 불안정한 탓에 밀려났군. 벽에 처박힌 루키어스 하스켈이라, 아주 보기 좋은 광경인데?
lucius	-	루키어스	방금, 그걸 쓴 거냐.
lucian	-	루시안	아버지와 형은 이능력은 대가 없이 얻어진 힘이니 가치가 없다고 했지. 크크, 어때?
lucian	-	루시안	오늘, 그 힘에 의해 죽게 될 거야!
luvericha	-	루베리카	안 돼!!!
blank	-	-	검을 잡을 수 없는 내가 어떻게든 익혔던 마법. 오빠의 움직임이 순간 멈추고.
lucius	-	루키어스	허억……!?
blank	-	-	당연히 막을 거라 생각하고 휘두른 오라버니의 칼은, 심장을 관통했다.

*	FO
*	Colorful
*	BG	City_Night
*	BGM	Script_Normal
*	FI

luvericha	-	루베리카	(당시에는 그것이 최선이었고, 나는 그 덕분에 살아있는 건 알지만.)
blank	-	-	그날 이후, 오라버니와 피상적인 내용 이상의 대화를 하는 일은 거의 없었다.
luvericha	-	루베리카	(오빠가 없는 하스켈 가문은 더 이상 특별하지 않지만…… 핀토스 인간들과 함께하는 것보다는 낫겠지.)
blank	-	-	루시안 오빠를 그렇게 만든 자들.
reina	-	레이나	새로운 동맹이라는 게 하스켈 씨였나요?
ratice	-	라티스	……미리 알리면 회합이 성사되지 않을 가능성이 있다고 판단했습니다. 양해해 주시길.
blank	-	-	진정한 신 뮤의 가르침을 유니티 제국에 실현하기 위한 비밀결사 인터내셔널.
blank	-	-	……의 칸티움 지부장이라는 사람은, 기분 탓인지 모르겠지만 이쪽을 힐끔힐끔 쳐다보는 것 같았다.
kashasty	-	카샤스티	비교적 최근에 들어온 저야 양가의 갈등에 대해 딱히 감정은 없사오나, 다들 어찌 생각하실지요.
karldrich	-	칼드리치	카샤스티 러브레이스? 하 그래, 생각해 보니 핀토스의 기사가 됐다고 들은 적이 있군.
kashasty	-	카샤스티	저를…… 아는 분이신지요?
karldrich	-	칼드리치	물론이지. 남의 기회를 빼앗고 뒷구석으로 마법학교에 들어가 승승장구하던, 썩어빠진 귀족 나리 아니신가.
kashasty	-	카샤스티	……!!
blank	-	-	그녀는 창백해진 얼굴로 숨을 들이마셨다.
luvericha	-	루베리카	일단, 저는 약속대로 하스켈 가문의 생존자를 찾았으니 돌아가겠어요.
blank	-	-	그나마 괜찮은 사람인가 했지만, 아무래도 핀토스에는 제대로 된 사람이 없는 것 같았다.
lenien	-	리니안	음…… 별로 좋은 분위기는 아닌 것 같은데요.
triana	-	트리아나	……아.
json	-	제이선	뭔가 할 말이라도 있나?
triana	-	트리아나	누나?
blank	-	-	기묘한 분위기를 풍기는 그의 주변에서, 에테르의 불안정한 움직임이 느껴졌다.
