Index,Triggers,ActivePhase,AreaInfo(Trig3/4),,,,,,,,,,,,,,,,,,,,,,
5,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
6,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
7,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
8,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
9,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
10,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
11,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
12,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
13,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
14,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
15,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
16,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
17,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
18,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
19,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
20,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
21,3.5,0,1,0,Diamond,0,0,0,6,0,LeftUp
