Script#20
*	BG	RockMountain_Night
*	BGM	Script_Solve

blank	-	-	서로의 등 뒤를 지키는 위치를 철저히 유지하며 하나씩 쓰러뜨려 갔다. 상대가 수는 많지만 개개인의 능력은 평범한 인간보다 좀 나은 정도에 지나지 않았다.
blank	-	-	웬만하면 아프지만 다치지 않게, 다치더라도 치명적이지 않은 위치.
karldrich	-	칼드리치	이거 싸우는 것보다 손대중하는 게 더 어렵구만! 너네 그렇게 날뛰다 재수없으면 엉뚱한 데 맞아서 훅 간다?
lucius	-	루키어스	이 산에 그들의 수가 얼마나 되는지 확실하지 않습니다. 섬멸은 마음만 먹으면 언제든 가능하니 마지막 수단으로 남겨두도록 하죠.
karldrich	-	칼드리치	알아, 짜식아. 죄다 죽이거나 불구로 만들어놓으면 감정이 상해서라도 평화적으로는 못 끝내지.
furryElder	-	늑대인간 우두머리	이런, 오만한 인간들이……!
karldrich	-	칼드리치	사실이잖아? 너희의 공격은 우리에게 전혀 통하지 않아.
*	SE	Slash
blank	-	-	적 하나가 혼란을 틈타 신경쓰지 못한 큐리를 노리고 달려들었다.
karldrich	-	칼드리치	(이런, 인질극을 벌일 셈인가……!)
*	SE	Barrage
*	SE	EtherMissile
curi	-	큐리	꺄아아아아아아아앗!
blank	-	-	들고 있던 호리병을 온 힘을 다해 집어던지자, 깨진 파편이 튀고 안에 있던 액체 쏟아졌다. 상대는 얼굴을 감싸쥐고 그 자리에 구르기 시작했다.
furryElder	-	늑대인간	크아아아아……!
curi	-	큐리	우…… 까, 깜짝이야……!
karldrich	-	칼드리치	휴, 다행이군. 제법 하잖아?
lucius	-	루키어스	이토록 비열하 방식으로 나오다니, 내 인내심을 시험하는군.
nu	-	???	대신 사과드립니다. 제 백성을 향한 적대 행위를 멈춰 주십시오.
blank	-	-	루키어스가 칼자루를 고쳐 잡고 의지를 불태우던 찰나, 옆에서 또 다른 누군가가 나타났다.



*	Title
