Script#34
*	BG	City_Night
*	BGM	Script_Tense

luvericha	-	루베리카	(오라버니가 아니었으면 죽었을지도 몰라. 이걸로 두 번째인가…….)
blank	-	-	그를 둘러싼 빛무리들은 제각기 다른 색을 띠며, 오로지 파괴만이 목적이라고 외치듯 주변에 무차별적 공격을 퍼부었다.
blank	-	-	하지만, 머릿속은 눈앞의 위험에도 그 정보를 다 담지 못할 만큼 혼란으로 가득했다.
luvericha	-	루베리카	('누나', 라고? 이 사람은 내 기억과 관련이 있는 걸까?)
eren	-	에렌	젠장! 그 녀석의 마지막 실험에서 살아남은 존재가, 이런 거였다니!
curi	-	큐리	이건, 정령……? 말도 안 돼! 인간이 정령을 부릴 리가 없어!
karldrich	-	칼드리치	칫! 어디 인민의 죽창도 막을 수 있는지 보자!
blank	-	-	오라버니와 함께 나타난 더벅머리 남자는 용맹하게 달려들어 빛무리 하나를 찔렀지만, 마치 단단한 형체가 있는 것처럼 끝부분만 약간 들어가다 멈춰버렸다.
blank	-	-	잠시 후 그의 발밑에서 나무뿌리가 돋아나려는 것을 피해 땅을 박차고 제자리로 돌아왔다.
eren	-	에렌	……저건 마법 공격에 취약해. 평범한 무기로 상대하긴 쉽지 않을 거야.
*	SE	ElectricBuzz
lenien	-	리니안	그렇다면 내가 해결해 주지!
json	-	제이선	좋아, 막는 건 어떻게든 해줄 테니 저 녀석을 멈춰 보라고!
yeong	-	영	제가 가까이서 시선을 끌겠습니다.
reina	-	레이나	……지난번에도, 저 아이를 멈추는 방법은 결국 힘으로 제압하는 수밖에 없었지.

*	FO
*	BG	Script_Solve
*	FI

blank	-	-	처음에는 본 적 없는 상황에 당황했지만, 하스켈과 핀토스를 합한 수적 우위를 이용해 하나씩 집중 공격을 펼쳤고, 빛무리들도 언젠가 힘이 다하는지 차례차례 사그라들었다.
blank	-	-	이윽고 마지막 빛무리가 제자리로 돌아가면서 그는 기절하듯 제자리에 쓰러졌고, 소란 탓에 사람들이 몰려올 것을 우려한 우리는 어두운 밤거리를 달리며 더욱 깊숙한 골목으로 숨어들었다.
lucius	-	루키어스	그쪽이 키우는 두 번째 괴물인가? 취향도 독특하시군.
kashasty	-	카샤스티	아무래도, 저분들과 신뢰 관계를 형성하는 것은 가시 없는 장미를 찾는 것만큼 난해한 목표가 되겠군요.
lucius	-	루키어스	양가의 일원을 보호해준 것은 서로의 빚이니 각자 없는 셈 치도록 하지. 한동안은 당신들과 엮이고 싶지 않군.
ratice	-	라티스	'한동안'이라면……?
lucius	-	루키어스	황제의 위협이 사라지면 그 다음은 저들 차례. 지금 내 검이 움직이지 않는 것은, 여기서 우리가 부딪치면 공멸하고 가장 위험한 악당이 세계를 지배하게 된다는 사실을 알기 때문일 뿐입니다.
reina	-	레이나	성급하군. 황제, 그리고 제국이 최종 목표라면, 나에게 좋은 방법이 있는데.
luvericha	-	루베리카	……당신은 무슨 말을 해도 믿을 수 없어요.
reina	-	레이나	그쪽이 말하는 '첫 번째 괴물'. 그 존재만큼은 알고 있겠지? 그리고 그것을 우리가 관리하고 있었다는 사실도.
blank	-	-	확실히 그것만큼은 부정할 수 없었다. 오라버니가 직접 보았다고 말했고, 무엇보다도 그것을 부정하면 오빠의 죽음을 근거로 핀토스 측을 비난하는 것이 불가능해지니까.
luvericha	-	루베리카	(윽…….)
blank	-	-	그 사건을 다시 떠올리자 마음 한구석이 다시금 욱신거렸다.
reina	-	레이나	거기에 담긴 잠재력은 말 그대로 어마어마해. 누구보다도 내가 가장 잘 알지. 지금 당신들이 뭘 상상하더라도 그 이상일 거야.
karldrich	-	칼드리치	그래서 하고 싶은 말이 뭐야?
reina	-	레이나	그런 게 하필이면 이 시기에 황제의 손에 들어갔네? 이제 그걸 가장 먼저 어디에 활용할 것 같아?
json	-	제이선	……전쟁이겠지.
lenien	-	리니안	그럼 그걸 해결할 방법이 있다는 건가요?
reina	-	레이나	성공한다는 보장은 없어요. 하지만 제 방법이 아니면 절대로 불가능할 거라고 단언하죠.
blank	-	-	대답하는 사람은 없었다. 잠시 정적이 흐른 후, 레이나 핀토스는 새로운 제안을 했다.
reina	-	레이나	함께 움직이기 싫다면, 뭐 좋아. 나로서도 당신들과 같이 다니는 건 부담스럽고, 목적지에서 만나기만 하면 상관없으니까.
ratice	-	라티스	……아무래도, 제대로 된 동맹을 구축하려면 시간이 꽤 많이 걸리겠군요.
blank	-	-	그는 중얼거리며 어쩔 수 없다는 듯 고개를 좌우로 흔들었다.
ratice	-	라티스	그 부분은 어쩔 수 없지만, 갈라지기 전에 마지막으로 하나만 부탁드리죠. 셀다 대공께서 여러분과 만나고 싶어하십니다.
curi	-	큐리	셀다 대공이라면, 황제의 동생 아닌가요?
yeong	-	영	그분께서 왜 저희를…….
blank	-	-	그 말에 자신만만한 미소를 지으며 믿기 힘든 대답을 내놓았다.
ratice	-	라티스	대공께서도 인터내셔널의 후원자 중 한 분이시죠. 여러분의 여정을 위해 편의를 봐주실 겁니다.

*	Script	Scene#35
