Script#37

*	BG	Library
*	BGM	Script_Prelude

blank	-	-	<color=yellow>제국력 518년 2월 27일, 수호자의 동굴</color>
blank	-	-	끊겼던 의식이 서서히 돌아오고, 수정들이 발하는 희미한 빛이 눈꺼풀 사이를 비집고 침투한다.
blank	-	-	겨우 한 몸 들어갈 정도의 비좁은 공간이지만, 활동할 때가 되었다면 저절로 문이 열리게 될 것이다.
deus	-	데우스	(어디 보자, 이번 점검이…… 542년이었던가.)
*	BGM	Script_Tense
*	SE	Barrage
blank	-	-	갑자기 관 전체에 강한 충격이 느껴지며 수정 재질로 된 외벽에 균열이 생기고, 빛을 잃어갔다.
deus	-	데우스	(대체 이게 무슨……!)
*	SE	Barrage
blank	-	-	상황을 파악할 틈도 없이 두 번째 충격이 날아들며 벽이 부서진다.
*	SE	GlassBreak(D)
*	SE	Shield
blank	-	-	다행히 주변 공간의 에테르 농도는 압도적. 반사적으로 몸을 감싸는 막을 형성해서 파편을 막아낸다.

*	FO
*	BGM	Script_Normal
*	FI

blank	-	-	장치는 완전히 망가졌다. 저건 이제 기껏해야 평범한 수정 덩어리에 지나지 않는다.
deus	-	데우스	자네가 이번 관리자인가? 이게 무슨 짓이지?
reina	-	레이나	……핀토스 가문의 대표자, 레이나 핀토스가 봉인을 수호하는 영웅께 도움을 청하고자 합니다.
blank	-	-	장치의 빛이 꺼지자 주위는 평소보다 한결 어두웠다.
eren	-	에렌	오, 정말 깨어났잖아. 이게 그 데우스라고?
deus	-	데우스	음?
blank	-	-	함부로 부르는 무례함은 차치하더라도, 애초에 이곳은 핀토스 가의 대표만 알아야 하는 곳이거늘.
yeong	-	영	이분이 황제에게 맞설 도움을 준다는 것이로군요.
blank	-	-	불청객은 잘 보니 한둘이 아니었다. 어림잡아 열 명.
blank	-	-	관리자는 머뭇거리다 마지못해 대답했다.
reina	-	레이나	봉인을…… 빼앗겼습니다. 저들은 이 사태를 해결하기 위한 조력자들이죠.
luvericha	-	루베리카	조력자라니, 뭘 제멋대로 정하고 있는 거죠? 우린 당신한테 설명을 듣기 위해 여기까지 왔을 뿐이에요!

*	FO
*	FI

reina	-	레이나	……그런 이야기죠.
deus	-	데우스	(차라리 잘 됐을지도 모르겠군. 어차피 다음 기회는 없다. '위업'은 이번에 달성해야겠어.)
curi	-	큐리	모나드 황제와 관련된 이야기가 진짜였다고요?!
luvericha	-	루베리카	그럼, 핀토스 저택에 있던 그건……
reina	-	레이나	그래, 모나드 황제였어. 살아 있다고 표현하기엔 좀 애매하지만, 딱히 죽지는 않았지.
reina	-	레이나	그쪽이 멍청하게 황제를 끌어들이는 바람에 이 지경이 됐다고.
lucius	-	루키어스	뻔뻔하군.
karldrich	-	칼드리치	자자, 진정해. 상대는 내분을 일으키고도 이길 만큼 만만하지 않아. 분열은 실패하는 길이다.
deus	-	데우스	그래서 자네들의 계획은 뭐지?
reina	-	레이나	어리석은 황제 때문에 핀토스의 고결한 숙원을 포기할 수는 없죠. 모나드는 힘으로라도 되찾을 겁니다.
reina	-	레이나	자바 연방 정도로는 유니티 제국을 상대할 수 없으니, 유일한 방법은 무기를 각성시키는 것뿐입니다.
deus	-	데우스	(무기를 각성시킨다. 나도 그럴 생각이었으니, 다행히 이야기는 빠르게 진행되겠군.)
blank	-	-	그것이 충분한 준비가 되었는지는 직접 확인하고 싶었지만, 모나드를 빼앗겼다면 어쩔 수 없다.
blank	-	-	500년 가까운 시간 동안 힘을 모아 왔다. 지난번에 확인했을 때도 꽤 많이 진척된 상태였으니까.
blank	-	-	이상적인 수준까지는 몰라도, 어떻게든 써먹을 수 있을 정도는 될 것이다.
deus	-	데우스	그렇다면, 아르셀리안의 후계는 어디 있나?
lucius	-	루키어스	그걸 어떻게…….
blank	-	-	입구와 달리 많이 비좁고 불편하지만 반대쪽에도 밖으로 통하는 길이 있다.
blank	-	-	그 통로를 안다는 이점을 이용하면, 만에 하나의 상황이 오더라도 무구를 챙겨서 빠져나갈 수 있겠지.
deus	-	데우스	(제아무리 안토니우스의 계승자라 해도 내 전력을 발휘하면 승산은 충분하겠지만…… 그 전에 힘을 빼둬서 나쁠 것은 없겠지.)
deus	-	데우스	정정당당하게 결투로 해결하게.
reina	-	레이나	데우스 님?
deus	-	데우스	모나드를 봉인할 때 그가 쓰던 무구도 함께 봉인되었네. 그래서 그것들은 모나드 본인과 연결되어 있지.
deus	-	데우스	다행히 무구는 이곳에 남아 있어. 녀석의 원한을 풀어주면 그것들은 본래의 힘, 아니, 세월이 쌓인 만큼 그 이상을 되찾을 걸세.
json	-	제이선	원한……?
deus	-	데우스	자신을 봉인한 자들, 즉 안토니우스 핀토스와 아르셀리안 하스켈. 그들의 후예 중 하나를 죽이고 그 피를 무기에 닿게 만드는 것이야.
reina	-	레이나	…….
blank	-	-	당황한 기색을 숨기지 못하고 있다. 아마 자기 편을 들어서 하스켈 쪽을 해치워 줄 거라고 기대했겠지만.
blank	-	-	핀토스의 후계자로서 역할을 다하지 못해 일을 이 지경으로 만들어놓았는데, 그럴 수야 있나.
deus	-	데우스	아르셀리안의 후계여. 그대 역시 내 벗의 후손이기에 기회를 주겠네. 두 영웅의 계승자끼리 명예로운 대결을 하는 거지.
deus	-	데우스	승자는 패자를 죽인다. 그걸로 무구는 본래 힘을 되찾고, 황제라는 자로부터 모나드를 되찾을 수 있을 걸세.
lucius	-	루키어스	……확실히 믿을 수는 없지만.
blank	-	-	그는 잠시 생각에 잠기더니, 이쪽을 똑바로 바라보며 대답했다.
lucius	-	루키어스	동생의 원수를 갚고, 황제의 야욕을 저지하고, 세계의 재앙을 막아낼 수 있다면.
lucius	-	루키어스	그건 제 손으로 이루어 내도록 하죠!!!
reina	-	레이나	좋아, 할 마음이 생겼다 이거지? 여기까지 와서 그런 건 못 한다고 징징대면 어쩌나 걱정했다고. 그럼 이제…….
luvericha	-	루베리카	잠깐.
lucius	-	루키어스	리카?
luvericha	-	루베리카	이건 위험해요. 저 사람들은 믿을 수 없어요. 일대일이라고 약속했지만 아무렇지도 않게 기습을 해올지도 몰라요.
luvericha	-	루베리카	그렇게 오라버니가 당해버리면, 그 때 따져봤자 이미 늦잖아요?
reina	-	레이나	당신이 참견할 일이 아냐.
deus	-	데우스	정 못 믿겠다면, 두 사람과 나를 제외한 나머지는 밖에서 기다리도록 하게.
eren	-	에렌	뭐야, 나머지는 다 들러리 취급인가?
karldrich	-	칼드리치	흥, 세습이라는 구시대의 악습을 버리지 못한 자들의 유산이로군.
yeong	-	영	그렇다면 아예 모두가 참여하는 건 어떨지요.
blank	-	-	예상치 못한 제안에 주변이 조용해졌다.
yeong	-	영	모두가 현장에 남으면서도 난입을 방지하려면 그 방법밖에 없죠. 모아 온 인재들의 실력도 능력의 연장선상에 있다고 말하는 것도 무리는 아닐 겁니다.
lucius	-	루키어스	좋습니다. 하지만 조건을 하나 걸죠.
lucius	-	루키어스	이 대결에서 목숨을 거는 것은 저와 레이나 핀토스, 두 명뿐. 다른 사람들에게는 결코 살수를 쓰지 않겠다고 약조하십시오. 여기에 있는 모두가.
ratice	-	라티스	물론이지.
lenien	-	리니안	불편하긴 하겠지만…… 그래야만 납득하겠다면 어쩔 수 없겠죠.
deus	-	데우스	마침 각자가 여섯 명씩이군. 그럼, 내가 신호를 보내면 시작하게.

*	Battle	19
