blank	-	-	장내는 연회에 어울리지 않게 비교적 차분한 분위기로 가라앉은 채, 이따금씩 나지막한 대화 소리만 들려오고 있었다. 황제의 초청장에 적힌 '양가의 화합을 도모'하자는 문구가 무색하게도 사람들은 마치 물과 기름처럼 하스켈은 하스켈끼리, 핀토스는 핀토스끼리 모일 뿐이었다.
reina	-	레이나	(한숨)(......그럼 그렇지. 남보다 못한 사이인데 그냥 모아둔다고 저절로 친해질 리가 없잖아?)
reina	-	레이나	(정해진 시간이 다 되어가니, 곧 황제가 나타나고 연설을 시작하겠군. 잠깐 주위를 둘러보면서 생각을 정리해볼까?)
blank	-	-	'탐색 모드'에서는 주변 인물이나 사물을 선택하며 관찰, 대화를 비롯한 상호작용을 할 수 있습니다.
blank	-	-	아직 확인하지 않은 대상은 !표시가 붙어 있으며, 이를 확인하면 다양한 정보와 함께 경험치를 획득할 수 있습니다.
blank	-	-	테두리가 빛나는 대상을 선택하면 탐색 모드를 종료하고 다음 장면으로 넘어가므로, 더 이상 조사할 것이 남아있지 않을 때 마지막으로 선택해주세요.
*	adv_start
**	영	-
reina	-	레이나	(작년에 카샤스티 양을 암살하려는 시도가 있었다. 그 때 이후로 조심해야겠다는 생각이 들어서, 나를 포함한 핀토스 가 사람들을 경호하는 역할을 맡기고 있다.
reina	-	레이나	(이름은 영. 유니티 제국 북동쪽에 위치한 자바 연방 공화국에서 왔다고 한다. 그래서인지 특이한 이름이다.)
reina	-	레이나	이상한 낌새는 없나요?
yeong	-	영	......특별히 수상한 행동을 하는 사람이 눈에 띄지는 않네요. 하스켈 사람들은 대부분 초면이라 외부인이 섞여들였는지도 파악하지 어렵고.
reina	-	레이나	황제가 평소와 다른 행동을 한다는 건 조심해야 한다는 뜻이에요. 5년 전 비상조치 때도 그랬으니까.
**	에렌	-
reina	-	레이나	(에렌 오블리비언. 열두 살 꼬마......의 모습을 하고 있지만, 실제로는 몸이 나이를 먹지 않는다고 한다. 물론 처음에는 안 믿었지만, 델파이 님 때부터 계속 있었는데도 정말 모습이 그대로인 걸 보면 납득할 수밖에.)
reina	-	레이나	(어떻게 그런 게 가능한지는 델파이 님이 몰래 따로 연구했을 정도로 불가사의한 일이지만, 본인은 알려줄 생각이 없는 듯하다.)
eren	-	에렌	지금까지 공식적인 자리도 안 가고 학술 교류도 편지로만 진행했는데 기어이 끌고 나오다니. 다들 내 정체를 알면 분명 이것저것 캐물을 텐데. 이거 자칫하면 다른 자리를 알아봐야 할지도 모르겠는걸.
reina	-	레이나	(어른 모습을 하면 의심을 받는다거나 이런저런 귀찮은 일이 훨씬 줄어들 텐데도 그렇게 하지 안는 걸 보면, 혹시 본인이 마음대로 할 수 없는 게 아닐까? 효과를 없애는 순간 정말 늙어 죽어버린다든가.)
reina	-	레이나	(......혼자 이것저것 생각해봤자 결론은 안 나오겠지.)
**	트리아나	-
blank	-	-	어깨에 힘을 빼고 늘어뜨린 채 구부정한 자세로 서 있다.
reina	-	레이나	(트리아나 페르단트. 뛰어난 연금술사의 조수였지만, 끔찍한 사고에 휘말린 이후 특이한 힘을 얻게 되었다.)
reina	-	레이나	(극도로 수동적인 성격으로, 뭔가 할 일을 주지 않으면 평소에는 눈에 초점이 없고 만사에 관심을 두지 않는듯하다. 원래부터 그런 걸까, 아니면 그 사고 때문에 그렇게 된 걸까?)
**	카샤스티	-
reina	-	레이나	(카샤스티 루나 러브레이스. 여기 모인 두 귀족가를 제외하면 가장 유력한 권세가이자 정재계 여기저기에 손을 뻗치고 있는 러브레이스 가의 후계자였지만, 본인이 포기하여 사촌동생에게 넘어간 상태. 지금은 핀토스의 기사가 되었다.)
reina	-	레이나	카샤스티 양은 정말 후회하지 않나요?
kashyasti	-	카샤스티	(미소)물론이죠. 지금 생활이 훨씬 만족스러우니까.
