Script#23
*	BG	City_Night
*	BGM	Script_Normal

blank	-	-	<color=yellow>제국력 518년 1월 31일, 공업도시 마뉴부르크, 산길</color>
blank	-	-	어쩌다 보니 체포되는 형태가 되었지만, 오히려 바라던 일이었다.
blank	-	-	제국이라면, 어떻게 해서라도 반역자를 처단하기 위해 이 저주받은 몸을 죽일 방법을 찾아내 줄 것이다.
triana	-	트리아나	(역시, 내 생각이 맞았다는 거지.)
blank	-	-	이제는 죽고 없는 나의 누이 케미스. 그리고 예상치 못한 방식으로 파멸하고 만 핀토스 경.
blank	-	-	내게 목표를 주는 사람은 이내 사라지고 만다. 저주받았기 때문에.
agent	-	아스터 요원	도시로 들어와버린 이상 흔적이 뒤섞여서 더 추적하기 어렵습니다.
json	-	제이선	칫, 이미 밤이 늦었으니 탐문수사도 어렵겠군.
*	BGM	Script_Prelude
spirit_plant	-	나무 정령	(루키어스 하스켈이라면, 산길을 따라가면 찾을 수 있을 것 같은데.)
triana	-	트리아나	뭐?
blank	-	-	무심코 입을 열어 대답해버렸다. 빌어먹을, 쓸데없이 또 말을 걸다니.
triana	-	트리아나	(그걸 네가 어떻게 알지?)
spirit_plant	-	나무 정령	(한 번 인식했던 생물의 고유한 냄새는, 어느 정도 거리까지는 찾아낼 수 있으니까 말이지.)
triana	-	트리아나	(본 적이 있기만 하면 가능하다고?)
spirit_plant	-	나무 정령	(크크, 세상에 생명체가 얼마나 많은데 그럴 수는 없지. 네가 그 자에게 꽤나 신경을 쓰고 있었으니까.)
triana	-	트리아나	(……허락 없이 속을 들여다보지 마.)
spirit_metal	-	금속 정령	(어쨌든 그쪽에 하스켈이라는 자가 있는 건 사실일 거다. 피와 에테르를 머금은 날붙이가 느껴지니까.)
json	-	제이선	뭔가 할 말이라도 있나?
blank	-	-	하루라도 빨리 그만 편해지고 싶지만, 아무래도 그를 찾아낼 때까지 돌아갈 생각이 없어 보였다. 그렇다면 어쩔 수 없다.
triana	-	트리아나	산길로 가면, 하스켈이.

*	FO
*	RockMountain_Night
*	FI
agent	-	아스터 요원	목표 발견! 전투 준비!
lucius	-	루키어스	……!
json	-	제이선	잠깐, 모두들 기다려라. 싸우기 전에 확인해야 할 것이 있어.
karldrich	-	칼드리치	하! 사후세계가 있는지 궁금한 거라면 죽은 뒤에 알아봐!
blank	-	-	루키어스 하스켈이 당장에라도 뛰쳐들 기세를 보이던 사내를 제지하면서 일단 충돌은 미뤄졌다.
json	-	제이선	……성질이 급하군. 네놈은 처음 보는 얼굴이다만, 숨겨둔 동료인가?
lucius	-	루키어스	일단은 그런 셈이지. 확인할 거라면 뭐지?
curi	-	큐리	'일단은'이군요?
blank	-	-	그는 숨을 깊게 들이쉰 후, 충격적이라 부를 만한 내용을 입에 담았다.
json	-	제이선	나는 지금 이 순간부터 집행관이기를 포기한다.
agent	-	아스터 요원	그게 무슨 말씀이십니까!
json	-	제이선	너희는 무엇을 위해 싸우지? 그 일이 자랑스럽다고 스스로에게 말할 수 있겠나?
json	-	제이선	나는…… 이 나라가 백성을 위해 존재한다는 믿음을 잃었다. 한때 동료였던 너희와 싸우고 싶지 않으니, 돌아가서 내가 변절했다고 전해라.
lucius	-	루키어스	우리와 함께하겠다는 뜻인가?
blank	-	-	그는 대답 대신 고개를 끄덕였지만, 부하들은 수긍하지 않는 듯했다.
agent	-	아스터 요원	터무니없는 소릴!
blank	-	-	자기들끼리 싸울 것 같은 분위기지만, 딱히 상관할 바는 아니었다.
spirit_fire	-	불 정령	(싸그리 태워버리는 거야. 어때? 상쾌할 것 같지 않아? 내가 도와줄 테니 걱정 말라고.)
spirit_metal	-	금속 정령	하스켈 놈들이나 제국 놈들이나, 어차피 네 적인 건 마찬가지잖아? 눈 딱 감고 우리에게 네 몸을 잠깐만 넘겨주면……)
triana	-	트리아나	(입 닥쳐. 네놈들이 최초로 죽인 게 누구인지는 뼈에 사무치도록 기억하고 있으니까. 내가 원수를 갚을 수 있었다면 네놈들부터 죽였을 거다.)
spirit_water	-	물 정령	(그럴 수 있다면 말이겠지!)
json	-	제이선	이봐, 너. 우리와 함께 유니티 제국의 어둠을 무너뜨리지 않겠나?
spirit_land	-	대지 정령	(눈앞에…… 네 새로운 보금자리를 망쳐버린 제국 놈들이 잔뜩 있잖아?)
triana	-	트리아나	(복수…… 인가. 그럭저럭 괜찮은 목표일지도.)
agent	-	아스터 요원	국가와 조직을 버린 배신자 놈. 반역자들과 한꺼번에 처리해주마!

*	Battle	12
