blank	-	-	황궁 정원. 거대한 모나드의 조각상 뒤편에 레이나가 숨어서 밖을 엿보고 있다.
reina	-	레이나	(......난장판이군. 일단 여기서 숨어 있다가 상황을 봐서 경비가 허술한 곳을 노려야겠다.)
reina	-	레이나	(여기저기서 들려오는 소리가 점점 줄어들고 있는데. 상황이 정리되고 있는 건가? 시간을 끌면 위험하겠어.)
blank	-	-	누군가가 조각상 뒤편으로 황급히 뛰어 들어온다.
lucius	-	루키어스	(놀람)핀토스 경?!
reina	-	레이나	(놀람)쉿!
lucius	-	루키어스	(기본)......
reina	-	레이나	(기본)(그 많은 사람 중에 하필이면 이 사람이라니. 설득할 수 있을지나 모르겠네. 나도 날 대놓고 싫어하는 사람에게 좋게 대할 만큼 성인군자는 아닌데 말이지.)
reina	-	레이나	(한숨)(......뭐, 그런 걸 가릴 때가 아니라는 건 아니까.)
reina	-	레이나	(미소)아무래도 강행돌파하는 수밖에 없어 보이죠? 가장 방비가 허술해 보이는 저쪽 문으로, 앞장서시죠. 뒤에서 도와드릴 테니까.
lucius	-	루키어스	하. 내가 어째서 당신을 도와야 한다는 거지? 내 동생을 죽인 원수에게?
reina	-	레이나	(찡그림).....지금 장난하나.
reina	-	레이나	(분노)정신 차려! 시간이 없다고! 난 핀토스의 가주로서 맡은 바 역할을 수행할 의무가 있어! 그건 당신도 마찬가지 아니야? 그걸 고작 복수심 따위로 내팽개칠 만큼 가볍게 생각하고 있었어?!
soldier76	-	제국군 병사	반역자가 저기 있다! 잡아라!
lucius	-	루키어스	(놀람)......그렇군.
lucius	-	루키어스	(기본)아직 지켜야 할 사람들이 남아 있을지도 몰라.
reina	-	레이나	(찡그림)(......이 사람은 남을 위해서만 산단 말인가? 동생도 모자라서. 또 누구를?)
lucius	-	루키어스	(기본)알겠습니다. 우선 이곳을 탈출하고 나서 생각하죠.
*	load_battle pintos#s1

